"id","status_group"
"55524","functional needs repair"
"44060","functional"
"70372","functional"
"4386","functional"
"35675","functional"
"41332","non functional"
"55598","functional"
"61164","functional needs repair"
"45271","functional needs repair"
"19594","functional needs repair"
"64869","non functional"
"34652","functional needs repair"
"45932","functional"
"44634","functional"
"30887","non functional"
"23794","functional needs repair"
"32176","functional needs repair"
"6045","functional needs repair"
"34035","non functional"
"46466","non functional"
"37519","functional"
"12536","functional"
"20123","functional"
"33376","functional needs repair"
"61089","functional"
"30938","non functional"
"61987","functional"
"40061","non functional"
"18498","non functional"
"41951","non functional"
"15683","functional"
"44001","functional needs repair"
"41636","functional"
"18863","functional"
"3130","non functional"
"52230","non functional"
"1969","functional"
"37489","functional needs repair"
"28607","non functional"
"28975","functional needs repair"
"62080","non functional"
"59619","functional needs repair"
"20251","functional needs repair"
"18615","functional"
"34650","functional"
"37444","functional needs repair"
"508","non functional"
"8227","functional needs repair"
"2208","non functional"
"48140","non functional"
"34226","functional needs repair"
"55270","functional"
"43568","non functional"
"63385","functional"
"1048","functional needs repair"
"7351","functional"
"920","functional needs repair"
"32400","functional"
"71407","functional needs repair"
"54681","non functional"
"72926","functional"
"17509","functional needs repair"
"40696","non functional"
"39363","functional needs repair"
"46131","functional needs repair"
"4309","non functional"
"36560","functional needs repair"
"67799","functional needs repair"
"72868","functional needs repair"
"35898","functional"
"10830","functional"
"66810","non functional"
"68345","functional"
"57496","functional needs repair"
"52646","non functional"
"30932","functional needs repair"
"62611","functional"
"13049","non functional"
"64431","functional needs repair"
"47218","non functional"
"5656","functional"
"42987","non functional"
"6890","functional needs repair"
"8074","functional"
"18535","non functional"
"60005","non functional"
"67381","non functional"
"51550","functional"
"59056","functional needs repair"
"21562","non functional"
"40402","non functional"
"13277","functional"
"44189","functional needs repair"
"3469","functional"
"20489","non functional"
"50987","functional needs repair"
"36410","functional"
"858","non functional"
"25153","functional needs repair"
"63774","functional"
"44698","functional needs repair"
"52280","functional"
"38993","functional needs repair"
"54749","functional needs repair"
"12336","functional needs repair"
"15925","non functional"
"44285","non functional"
"39876","non functional"
"10861","non functional"
"7616","functional"
"55317","functional needs repair"
"63259","functional needs repair"
"5020","functional"
"19207","functional needs repair"
"10426","functional"
"49202","functional needs repair"
"39808","functional"
"17581","non functional"
"8519","functional"
"56090","functional"
"73106","non functional"
"33148","functional"
"1787","functional needs repair"
"9331","functional needs repair"
"28653","functional"
"58842","functional"
"36459","functional"
"24423","non functional"
"70219","functional"
"38125","non functional"
"23125","functional needs repair"
"49155","functional needs repair"
"52364","functional needs repair"
"52625","functional"
"54641","non functional"
"56914","functional"
"941","non functional"
"1000","functional"
"14190","functional needs repair"
"14574","functional needs repair"
"17827","non functional"
"9433","functional needs repair"
"22234","functional needs repair"
"35099","functional"
"17763","functional needs repair"
"37436","non functional"
"62076","non functional"
"1958","functional needs repair"
"8939","functional needs repair"
"73476","non functional"
"35376","functional"
"37382","non functional"
"35657","functional needs repair"
"40007","functional"
"37040","functional needs repair"
"57998","non functional"
"15003","non functional"
"53737","functional"
"4911","non functional"
"62756","functional"
"36813","non functional"
"52524","non functional"
"54064","non functional"
"61407","non functional"
"21631","functional"
"46754","non functional"
"38078","functional needs repair"
"43352","functional"
"41136","functional"
"59503","non functional"
"11017","functional"
"54104","non functional"
"37938","non functional"
"44879","functional"
"29121","non functional"
"24111","non functional"
"13864","functional needs repair"
"70659","non functional"
"19431","functional"
"67382","non functional"
"54891","functional"
"56910","functional"
"51763","functional needs repair"
"37657","functional"
"71298","non functional"
"34347","functional"
"7747","functional needs repair"
"68120","functional"
"21308","non functional"
"60142","functional needs repair"
"10328","non functional"
"44072","non functional"
"34296","non functional"
"34055","non functional"
"13336","functional needs repair"
"2800","non functional"
"7274","functional"
"1885","functional"
"27234","functional"
"5704","non functional"
"48053","functional"
"35428","functional needs repair"
"60232","functional"
"8489","functional"
"72991","functional needs repair"
"27604","functional needs repair"
"63555","functional needs repair"
"4482","functional needs repair"
"48718","functional needs repair"
"1521","functional"
"14094","functional"
"22464","non functional"
"41322","functional needs repair"
"60153","functional"
"19339","functional needs repair"
"57171","non functional"
"24293","functional"
"56039","functional needs repair"
"9472","functional"
"10554","functional needs repair"
"26606","functional"
"46533","functional"
"32950","functional"
"59127","non functional"
"68801","non functional"
"21924","functional"
"40151","functional"
"25393","non functional"
"66761","functional"
"24637","functional needs repair"
"36937","functional"
"68907","functional needs repair"
"13475","non functional"
"22882","non functional"
"55068","functional needs repair"
"9498","functional needs repair"
"35031","functional needs repair"
"39312","functional needs repair"
"50350","functional needs repair"
"58092","non functional"
"52681","functional"
"41786","functional"
"37132","functional"
"14545","non functional"
"20394","non functional"
"52720","functional needs repair"
"65107","functional"
"55271","functional needs repair"
"64854","non functional"
"74232","functional needs repair"
"16709","non functional"
"11670","functional needs repair"
"50639","functional"
"15909","functional"
"13270","functional needs repair"
